ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
207,Ксенія Мішина знову на «Культурній обороні»,2024-01-31 19:00:00,70,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/99866?utm_referrer=lviv.kontramarka.ua/uk/roman-serban-na-kulturnij-oboroni-84883.html&siteShowId=84883&siteEventId=195413,"Перший випуск з Ксенією — це одна з найбільш популярних КО за кількістю переглядів! Цього разу відома українська «Холостячка» була проїздом у Львові і ми знову запросили її на «Культурну Оборону», щоб зібрати гроші для військових. На шоу, коміки з гостями розмовляють та жартують на актуальні теми  Головною метою є розвага та збір коштів на ЗСУ! Завітайте до нас 31-го січня, щоб провести час весело та залишатися вкурсі останніх новин та подій",,400,400,2024-01-31 20:10:00
208,Сергій Степанисько і Свят Марченко | СТЕНДАП НА ДВОХ,2024-02-02 19:00:00,70,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/99780?utm_referrer=lviv.kontramarka.ua/uk/solnij-stendap-tur-vadima-kovalika-u-kievi-84968.html&siteShowId=84968&siteEventId=195290,"Подія, де гумор множиться!",,310,310,2024-02-02 20:10:00
209,«Альтруїсти» у Cult Comedy Hall,2024-02-04 19:00:00,70,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/99830?utm_referrer=lviv.kontramarka.ua/uk/altruisti-u-cult-comedy-hall-86328.html&siteShowId=86328&siteEventId=195627,"У суботу запрошуємо вас на гумористично-імпровізаційне шоу з альтруїстичним нахилом, де коміки намагаються допомогти бажаючим з вирішенням їхніх проблем за допомогою гумору!",,320,320,2024-02-04 20:10:00
210,Королі Крінжу,2024-02-09 19:00:00,70,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/98549?utm_referrer=lviv.kontramarka.ua/uk/koroli-krinzu-u-lvovi-89332.html&siteShowId=89332&siteEventId=193841,Запрошуємо Вас на шоу комедійної імпровізації «Королі Крінжу» вперше у Львові. Тут ви зможете побачити процес створення імпровізації та прийняти в ньому участь.,,300,650,2024-02-09 20:10:00
211,СТЕНДАП: перевірка перед туром!,2024-02-09 19:00:00,70,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/100041?utm_referrer=lviv.kontramarka.ua/uk/stendap-perevirka-pered-turom-89889.html&siteShowId=89889&siteEventId=195628,"Подія, де коміки перевіряють свій новий, але вже «збитий» та смішний матеріал. І не звичних 5 хвилин на «Відкритому», а добрячих 15-20! Цього разу це добре знайомі вам коміки, які хочуть перевірити свій матеріал перед туром Європою — Богдан Вахнич, Вадим Дзюнько та Олександр Дмитрович, тому обов’язково варто прийти щоб посміятися з їх нових жартів",,333,333,2024-02-09 20:10:00
212,ПІДПІЛЬНИЙ СТЕНДАП У ЛЬВОВІ: Загайкевич | Качура | Стенюк,2024-02-10 19:00:00,70,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/99030?utm_referrer=lviv.kontramarka.ua/uk/pidpilnij-stendap-u-lvovi-zagajkevic--kacura--stenuk-89541.html&siteShowId=89541&siteEventId=194422,"Запрошуємо вас на вечір гумору та сміху від «Підпільного Стендапу» у Львові! На сцені виступатимуть троє зовсім різних коміків, але з власним унікальним гумором та стилем. Кожен з них приносить у виступ свої кращі жарти, смішні історії та гострий гумор, створюючи веселу і захопливу атмосферу!",,390,390,2024-02-10 20:10:00
213,СТЕНДАП ДЛЯ ЗАКОХАНИХ,2024-02-14 19:00:00,90,Cult Comedy Hall,"вул. Чайковського, 7",https://widget.kontramarka.ua/uk/widget508site13111/widget/event/100043?utm_referrer=lviv.kontramarka.ua/uk/stendap-dla-zakohanih-89890.html&siteShowId=89890&siteEventId=195629,"З нагоди Дня Святого Валентина, ми вирішили потішити вас тематичною вечіркою. На сцені буде ваша улюблена четвірка палких коміків, які підготували свої найкращі жарти",,350,350,2024-02-14 20:30:00
214,СТЕНДАП ТУТ І ЗАРАЗ,2024-02-01 19:00:00,123,Ribs House (Ресторан-Реберня),"проспект Червоної Калини, 36",https://widget.kontramarka.ua/uk/widget511site11278/widget/event/99456?utm_referrer=lviv.kontramarka.ua/uk/stendap-koncert-83644.html&siteShowId=83644&siteEventId=194852,Стендап концерт «Тут і зараз» від Носова і Пілата.,,300,400,2024-02-01 21:03:00
215,"БІРЖА ПРАЦІ | ОЗАРКІВ, БОЇМ І ДИРЕКТОР ШКОЛИ | 1 ЛЮТОГО",2024-02-01 19:30:00,90,Довгі бурхливі оплески,"проїзд Крива липа (вхід з вулиці Січових Стрільців, 3)",https://widget.kontramarka.ua/uk/widget511site12765/widget/event/100052?utm_referrer=lviv.kontramarka.ua/uk/birza-praci--ozarkiv-boim-i-direktor-skoli--1-lutogo-89892.html&siteShowId=89892&siteEventId=195633,"Часто запізнювались на уроки? Скільки разів були в кабінеті директора? Чи ходить директор школи в строгому костюмі? Де треба вчитись, щоб стати директором школи?",,150,150,2024-02-01 21:00:00
216,"ШОУ ПСИХОТЕРАПІЯ | КАПІШОН, ШЕБЕЛА, ТРАЧУК",2024-02-02 19:30:00,90,Довгі бурхливі оплески,"проїзд Крива липа (вхід з вулиці Січових Стрільців, 3)",https://widget.kontramarka.ua/uk/widget511site12765/widget/event/99825?utm_referrer=lviv.kontramarka.ua/uk/sou-psihoterapia--kapison-sebela-tracuk--2-lutogo-89805.html&siteShowId=89805&siteEventId=195343,Запрошуємо на наше авторське шоу!,,200,200,2024-02-02 21:00:00
217,"СТЕНДАП + НАКИДОНИ | ЛАЛАЯН, ОЗАРКІВ, КРЕМІНЬ",2024-02-04 19:00:00,90,Довгі бурхливі оплески,"проїзд Крива липа (вхід з вулиці Січових Стрільців, 3)",https://widget.kontramarka.ua/uk/widget511site12765/widget/event/99828?utm_referrer=lviv.kontramarka.ua/uk/stendap--nakidoni--lalaan-ozarkiv-kremin--4-lutogo-89806.html&siteShowId=89806&siteEventId=195350,"Шоу ""Стендап + Накидони"" - це стендап від трьох коміків та імпровізаційний формат, в якому коміки знайомляться з глядачами, обговорюють новини і роблять свої заготовки смішнішими! Глядачі можуть пропонувати свої новини і весело проводити вечір в теплій атмосфері!",,250,250,2024-02-04 20:30:00
218,СОЛЬНИЙ СТЕНДАП | КОЛЯ КАПІШОН | 11 ЛЮТОГО (ПЕРЕЗЙОМКА),2024-02-11 19:00:00,90,Довгі бурхливі оплески,"проїзд Крива липа (вхід з вулиці Січових Стрільців, 3)",https://widget.kontramarka.ua/uk/widget511site12765/widget/event/100053?utm_referrer=lviv.kontramarka.ua/uk/solnij-stendap--kola-kapison--11-lutogo-perezjomka-89893.html&siteShowId=89893&siteEventId=195634,"Хтось запоров звук на записі, (не все так однозначно), тому запрошуємо тих, хто все пропустив насолодитися відбірними пріколами на СОЛЬНОМУ СТЕНДАП КОНЦЕРТІ КОЛІ КАПІШОНА",,350,350,2024-02-11 20:30:00
219,Виставка “Коріння” Анастасії Власенко,2024-01-29 13:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/95046?utm_referrer=lviv.kontramarka.ua/uk/vistavka-korinna-anastasii-vlasenko-87896.html&siteShowId=87896&siteEventId=189793,"Серія робіт “Коріння” молодої художниці Анастасії Власенко – це шлях до розуміння свого національного минулого через яскраві образи людей та коней, які були запозичені з давніх скіфських прикрас. Ці сюжетні мотиви стають джерелом натхнення, привносять власний характер ідентичності та створюють містки між минулим та сучасним.",,30,30,2024-01-29 14:00:00
220,Виставка “Коріння” Анастасії Власенко,2024-01-30 13:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/95047?utm_referrer=lviv.kontramarka.ua/uk/vistavka-korinna-anastasii-vlasenko-87896.html&siteShowId=87896&siteEventId=189794,"Серія робіт “Коріння” молодої художниці Анастасії Власенко – це шлях до розуміння свого національного минулого через яскраві образи людей та коней, які були запозичені з давніх скіфських прикрас. Ці сюжетні мотиви стають джерелом натхнення, привносять власний характер ідентичності та створюють містки між минулим та сучасним.",,30,30,2024-01-30 14:00:00
221,Виставка “Коріння” Анастасії Власенко,2024-01-31 13:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/95048?utm_referrer=lviv.kontramarka.ua/uk/vistavka-korinna-anastasii-vlasenko-87896.html&siteShowId=87896&siteEventId=189795,"Серія робіт “Коріння” молодої художниці Анастасії Власенко – це шлях до розуміння свого національного минулого через яскраві образи людей та коней, які були запозичені з давніх скіфських прикрас. Ці сюжетні мотиви стають джерелом натхнення, привносять власний характер ідентичності та створюють містки між минулим та сучасним.",,30,30,2024-01-31 14:00:00
222,Виставка “Коріння” Анастасії Власенко,2024-02-01 13:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/95049?utm_referrer=lviv.kontramarka.ua/uk/vistavka-korinna-anastasii-vlasenko-87896.html&siteShowId=87896&siteEventId=189796,"Серія робіт “Коріння” молодої художниці Анастасії Власенко – це шлях до розуміння свого національного минулого через яскраві образи людей та коней, які були запозичені з давніх скіфських прикрас. Ці сюжетні мотиви стають джерелом натхнення, привносять власний характер ідентичності та створюють містки між минулим та сучасним.",,30,30,2024-02-01 14:00:00
223,Виставка “Спадщина” Арсена Харіна,2024-03-02 13:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/99583?utm_referrer=lviv.kontramarka.ua/uk/vistavka-spadsina-arsena-harina-89720.html&siteShowId=89720&siteEventId=195047,"Нова виставка “Спадщина” фотографа Арсена Харіна у Галереї органної залу – сучасна естетика через призму надбання поколінь. Фотороботи художника захоплюють своєю яскравою соковитістю, свободою, глибиною задуму та життєствердністю.",,30,30,2024-03-02 14:00:00
224,"ВИСТАВКА “НАШІ РОКИ, НАШІ СЛОВА, НАШІ ВТРАТИ, НАШІ ПОШУКИ, НАШІ МИ”",2024-01-30 12:00:00,480,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",,"Виставка “Наші роки, наші слова, наші втрати, наші пошуки, наші ми” супроводжуватиме відкриття артцентру 18 листопада 2023 року і стане першою масштабною виставкою в історії Jam Factory Art Center. Експозиція розміститься у великому виставковому холі відреставрованої будівлі “Фабрики повидла” та виставкових залах на нульовому поверсі, де будуть представлені роботи українських художниць і художників 2022-2023 років та з довшої хронології – від 19 століття по сьогодні. Запрошуємо ознайомитися з концепцією виставки, яку сформувала кураторська група у складі Катерини Яковленко, Наталії Маценко, Бориса Філоненка.",,75,150,2024-01-30 20:00:00
225,"ВИСТАВКА “НАШІ РОКИ, НАШІ СЛОВА, НАШІ ВТРАТИ, НАШІ ПОШУКИ, НАШІ МИ”",2024-01-31 12:00:00,480,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",,"Виставка “Наші роки, наші слова, наші втрати, наші пошуки, наші ми” супроводжуватиме відкриття артцентру 18 листопада 2023 року і стане першою масштабною виставкою в історії Jam Factory Art Center. Експозиція розміститься у великому виставковому холі відреставрованої будівлі “Фабрики повидла” та виставкових залах на нульовому поверсі, де будуть представлені роботи українських художниць і художників 2022-2023 років та з довшої хронології – від 19 століття по сьогодні. Запрошуємо ознайомитися з концепцією виставки, яку сформувала кураторська група у складі Катерини Яковленко, Наталії Маценко, Бориса Філоненка.",,75,150,2024-01-31 20:00:00
226,"ВИСТАВКА “НАШІ РОКИ, НАШІ СЛОВА, НАШІ ВТРАТИ, НАШІ ПОШУКИ, НАШІ МИ”",2024-02-01 12:00:00,480,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",,"Виставка “Наші роки, наші слова, наші втрати, наші пошуки, наші ми” супроводжуватиме відкриття артцентру 18 листопада 2023 року і стане першою масштабною виставкою в історії Jam Factory Art Center. Експозиція розміститься у великому виставковому холі відреставрованої будівлі “Фабрики повидла” та виставкових залах на нульовому поверсі, де будуть представлені роботи українських художниць і художників 2022-2023 років та з довшої хронології – від 19 століття по сьогодні. Запрошуємо ознайомитися з концепцією виставки, яку сформувала кураторська група у складі Катерини Яковленко, Наталії Маценко, Бориса Філоненка.",,75,150,2024-02-01 20:00:00
227,"ВИСТАВКА “НАШІ РОКИ, НАШІ СЛОВА, НАШІ ВТРАТИ, НАШІ ПОШУКИ, НАШІ МИ”",2024-02-02 12:00:00,480,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",,"Виставка “Наші роки, наші слова, наші втрати, наші пошуки, наші ми” супроводжуватиме відкриття артцентру 18 листопада 2023 року і стане першою масштабною виставкою в історії Jam Factory Art Center. Експозиція розміститься у великому виставковому холі відреставрованої будівлі “Фабрики повидла” та виставкових залах на нульовому поверсі, де будуть представлені роботи українських художниць і художників 2022-2023 років та з довшої хронології – від 19 століття по сьогодні. Запрошуємо ознайомитися з концепцією виставки, яку сформувала кураторська група у складі Катерини Яковленко, Наталії Маценко, Бориса Філоненка.",,75,150,2024-02-02 20:00:00
228,"ВИСТАВКА “НАШІ РОКИ, НАШІ СЛОВА, НАШІ ВТРАТИ, НАШІ ПОШУКИ, НАШІ МИ”",2024-02-03 11:00:00,480,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",,"Виставка “Наші роки, наші слова, наші втрати, наші пошуки, наші ми” супроводжуватиме відкриття артцентру 18 листопада 2023 року і стане першою масштабною виставкою в історії Jam Factory Art Center. Експозиція розміститься у великому виставковому холі відреставрованої будівлі “Фабрики повидла” та виставкових залах на нульовому поверсі, де будуть представлені роботи українських художниць і художників 2022-2023 років та з довшої хронології – від 19 століття по сьогодні. Запрошуємо ознайомитися з концепцією виставки, яку сформувала кураторська група у складі Катерини Яковленко, Наталії Маценко, Бориса Філоненка.",,75,150,2024-02-03 19:00:00
229,"ВИСТАВКА “НАШІ РОКИ, НАШІ СЛОВА, НАШІ ВТРАТИ, НАШІ ПОШУКИ, НАШІ МИ”",2024-02-04 11:00:00,480,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",,"Виставка “Наші роки, наші слова, наші втрати, наші пошуки, наші ми” супроводжуватиме відкриття артцентру 18 листопада 2023 року і стане першою масштабною виставкою в історії Jam Factory Art Center. Експозиція розміститься у великому виставковому холі відреставрованої будівлі “Фабрики повидла” та виставкових залах на нульовому поверсі, де будуть представлені роботи українських художниць і художників 2022-2023 років та з довшої хронології – від 19 століття по сьогодні. Запрошуємо ознайомитися з концепцією виставки, яку сформувала кураторська група у складі Катерини Яковленко, Наталії Маценко, Бориса Філоненка.",,75,150,2024-02-04 19:00:00
